imdb_id,title,release_date,original_language,genres,runtime,vote_average,overview,primaryName,primaryProfession
tt0086979,Blood Simple,1984-09-07,en,"['Crime', 'Drama', 'Thriller']",97,7.294,"The owner of a seedy small-town Texas bar discovers that one of his employees is having an affair with his wife. A chaotic chain of misunderstandings, lies and mischief ensues after he devises a plot to have them murdered.",Frances McDormand,"actress,producer,soundtrack"
tt0074452,The Eagle Has Landed,1976-12-24,en,"['Adventure', 'Drama', 'Action', 'Thriller', 'War']",135,6.653,"When the Nazi high command learns in late 1943 that Winston Churchill will be spending time at a country estate in Norfolk, it hatches an audacious scheme to kidnap the prime minister and spirit him to Germany for enforced negotiations with Hitler.",Michael Caine,"actor,producer,miscellaneous"
tt0074452,The Eagle Has Landed,1976-12-24,en,"['Adventure', 'Drama', 'Action', 'Thriller', 'War']",135,6.653,"When the Nazi high command learns in late 1943 that Winston Churchill will be spending time at a country estate in Norfolk, it hatches an audacious scheme to kidnap the prime minister and spirit him to Germany for enforced negotiations with Hitler.",Donald Sutherland,"actor,producer,writer"
tt0086856,The Adventures of Buckaroo Banzai Across the 8th Dimension,1984-08-15,en,"['Science Fiction', 'Comedy', 'Adventure', 'Romance']",103,6.036,"Adventurer/surgeon/rock musician Buckaroo Banzai and his band of men, the Hong Kong Cavaliers, take on evil alien invaders from the 8th dimension.",Peter Weller,"actor,director,writer"
tt0086856,The Adventures of Buckaroo Banzai Across the 8th Dimension,1984-08-15,en,"['Science Fiction', 'Comedy', 'Adventure', 'Romance']",103,6.036,"Adventurer/surgeon/rock musician Buckaroo Banzai and his band of men, the Hong Kong Cavaliers, take on evil alien invaders from the 8th dimension.",John Lithgow,"actor,producer,writer"
tt0109348,Bullets Over Broadway,1994-10-14,en,"['Comedy', 'Crime']",98,7.142,"After young playwright, David Shayne obtains funding for his play from gangster Nick Valenti, Nick's girlfriend Olive miraculously lands the role of a psychiatrist—but not only is she a bimbo who could never pass for a psychiatrist—she's a dreadful actress. David puts up with the leading man who is a compulsive eater, the grand dame who wants her part jazzed up, and Olive's interfering hitman/bodyguard—but, eventually he must decide whether art or life is more important.",John Cusack,"actor,producer,writer"
tt0109348,Bullets Over Broadway,1994-10-14,en,"['Comedy', 'Crime']",98,7.142,"After young playwright, David Shayne obtains funding for his play from gangster Nick Valenti, Nick's girlfriend Olive miraculously lands the role of a psychiatrist—but not only is she a bimbo who could never pass for a psychiatrist—she's a dreadful actress. David puts up with the leading man who is a compulsive eater, the grand dame who wants her part jazzed up, and Olive's interfering hitman/bodyguard—but, eventually he must decide whether art or life is more important.",Dianne Wiest,"actress,soundtrack,archive_footage"
tt0102004,The Hard Way,1991-03-08,en,"['Action', 'Comedy', 'Crime']",111,6.236,"Seeking to raise his credibility as an actor and to land a role as a tough cop on a new show, Hollywood action star Nick Lang works a deal with New York City Police Capt. Brix, who by chance is one of his fans. Nick will be paired with detective Lt. John Moss and learn how to act like a real cop. But when Nick drives John crazy with questions and imitating him, he gets in the way of John's pursuit of a serial killer.",Michael J. Fox,"actor,producer,miscellaneous"
tt0102004,The Hard Way,1991-03-08,en,"['Action', 'Comedy', 'Crime']",111,6.236,"Seeking to raise his credibility as an actor and to land a role as a tough cop on a new show, Hollywood action star Nick Lang works a deal with New York City Police Capt. Brix, who by chance is one of his fans. Nick will be paired with detective Lt. John Moss and learn how to act like a real cop. But when Nick drives John crazy with questions and imitating him, he gets in the way of John's pursuit of a serial killer.",James Woods,"actor,producer,director"
tt0104036,The Crying Game,1992-09-02,en,"['Crime', 'Drama', 'Thriller']",112,6.889,"Irish Republican Army member Fergus forms an unexpected bond with Jody, a kidnapped British soldier in his custody, despite the warnings of fellow IRA members Jude and Maguire. Jody makes Fergus promise he'll visit his girlfriend, Dil, in London, and when Fergus flees to the city, he seeks her out. Hounded by his former IRA colleagues, he finds himself increasingly drawn to the enigmatic, and surprising, Dil.",Stephen Rea,"actor,writer,soundtrack"
tt0104036,The Crying Game,1992-09-02,en,"['Crime', 'Drama', 'Thriller']",112,6.889,"Irish Republican Army member Fergus forms an unexpected bond with Jody, a kidnapped British soldier in his custody, despite the warnings of fellow IRA members Jude and Maguire. Jody makes Fergus promise he'll visit his girlfriend, Dil, in London, and when Fergus flees to the city, he seeks her out. Hounded by his former IRA colleagues, he finds himself increasingly drawn to the enigmatic, and surprising, Dil.",Jaye Davidson,"actor,archive_footage"
tt0087781,The Natural,1984-05-11,en,['Drama'],137,6.906,An unknown middle-aged batter named Roy Hobbs with a mysterious past appears out of nowhere to take a losing 1930s baseball team to the top of the league.,Robert Redford,"producer,actor,director"
tt0087781,The Natural,1984-05-11,en,['Drama'],137,6.906,An unknown middle-aged batter named Roy Hobbs with a mysterious past appears out of nowhere to take a losing 1930s baseball team to the top of the league.,Robert Duvall,"actor,producer,director"
tt0111070,The Santa Clause,1994-11-11,en,"['Fantasy', 'Drama', 'Comedy', 'Family']",97,6.445,"On Christmas Eve, divorced dad Scott Calvin and his son discover Santa Claus has fallen off their roof. When Scott takes the reins of the magical sleigh, he finds he is now the new Santa, and must convince a world of disbelievers, including himself.",Tim Allen,"actor,producer,miscellaneous"
tt0111070,The Santa Clause,1994-11-11,en,"['Fantasy', 'Drama', 'Comedy', 'Family']",97,6.445,"On Christmas Eve, divorced dad Scott Calvin and his son discover Santa Claus has fallen off their roof. When Scott takes the reins of the magical sleigh, he finds he is now the new Santa, and must convince a world of disbelievers, including himself.",Judge Reinhold,"actor,producer,director"
tt0091223,House,1986-02-27,en,"['Comedy', 'Horror']",93,6.119,"Roger Cobb is an author who has just separated from his wife. He moves into a new house and tries to work on a novel based on his experiences in the Vietnam War. Strange things start happening around him; little things at first, but as they become more frequent, Cobb becomes aware that the house resents his presence.",William Katt,"actor,director,writer"
tt0091223,House,1986-02-27,en,"['Comedy', 'Horror']",93,6.119,"Roger Cobb is an author who has just separated from his wife. He moves into a new house and tries to work on a novel based on his experiences in the Vietnam War. Strange things start happening around him; little things at first, but as they become more frequent, Cobb becomes aware that the house resents his presence.",Kay Lenz,"actress,producer,miscellaneous"
tt0091530,The Mission,1986-09-29,en,"['Adventure', 'Drama', 'Action', 'History']",126,7.399,"When a Spanish Jesuit goes into the South American wilderness to build a mission in the hope of converting the Indians of the region, a slave hunter is converted and joins his mission. When Spain sells the colony to Portugal, they are forced to defend all they have built against the Portuguese aggressors.",Robert De Niro,"actor,producer,director"
tt0091530,The Mission,1986-09-29,en,"['Adventure', 'Drama', 'Action', 'History']",126,7.399,"When a Spanish Jesuit goes into the South American wilderness to build a mission in the hope of converting the Indians of the region, a slave hunter is converted and joins his mission. When Spain sells the colony to Portugal, they are forced to defend all they have built against the Portuguese aggressors.",Jeremy Irons,"actor,producer,director"
tt0089670,National Lampoon's European Vacation,1985-07-25,en,"['Adventure', 'Comedy', 'Romance']",95,6.2,"The Griswalds win a vacation to Europe on a game show, and so pack their bags for the continent. They do their best to catch the flavor of Europe, but they just don't know how to be be good tourists. Besides, they have trouble taking holidays in countries where they CAN speak the language.",Chevy Chase,"actor,writer,producer"
tt0089670,National Lampoon's European Vacation,1985-07-25,en,"['Adventure', 'Comedy', 'Romance']",95,6.2,"The Griswalds win a vacation to Europe on a game show, and so pack their bags for the continent. They do their best to catch the flavor of Europe, but they just don't know how to be be good tourists. Besides, they have trouble taking holidays in countries where they CAN speak the language.",Beverly D'Angelo,"actress,producer,soundtrack"
tt0074899,Midway,1976-06-18,en,"['Action', 'Drama', 'History', 'War']",132,6.658,"This war drama depicts the U.S. and Japanese forces in the naval Battle of Midway, which became a turning point for Americans during World War II.",Charlton Heston,"actor,director,writer"
tt0074899,Midway,1976-06-18,en,"['Action', 'Drama', 'History', 'War']",132,6.658,"This war drama depicts the U.S. and Japanese forces in the naval Battle of Midway, which became a turning point for Americans during World War II.",Henry Fonda,"actor,producer,miscellaneous"
tt0110932,Quiz Show,1994-08-25,en,"['History', 'Drama', 'Mystery']",133,7.258,"Lawyer Richard Goodwin discovers that 'Twenty-One', a successful TV quiz show, is rigged and decides to expose the team behind the show.",Ralph Fiennes,"actor,producer,director"
tt0110932,Quiz Show,1994-08-25,en,"['History', 'Drama', 'Mystery']",133,7.258,"Lawyer Richard Goodwin discovers that 'Twenty-One', a successful TV quiz show, is rigged and decides to expose the team behind the show.",John Turturro,"actor,writer,producer"
tt0078446,Up in Smoke,1978-05-16,en,['Comedy'],86,6.692,"An unemployed pot-smoking slacker and amateur drummer, Anthony Stoner ditches his strict parents and hits the road, eventually meeting kindred spirit Pedro de Pacas. While the drug-ingesting duo is soon arrested for possession of marijuana, Anthony and Pedro get released on a technicality, allowing them to continue their many misadventures and ultimately compete in a rock band contest, where they perform the raucous tune ""Earache My Eye.""",Cheech Marin,"actor,writer,producer"
tt0078446,Up in Smoke,1978-05-16,en,['Comedy'],86,6.692,"An unemployed pot-smoking slacker and amateur drummer, Anthony Stoner ditches his strict parents and hits the road, eventually meeting kindred spirit Pedro de Pacas. While the drug-ingesting duo is soon arrested for possession of marijuana, Anthony and Pedro get released on a technicality, allowing them to continue their many misadventures and ultimately compete in a rock band contest, where they perform the raucous tune ""Earache My Eye.""",Tommy Chong,"actor,writer,producer"
tt0097457,Great Balls of Fire!,1989-06-30,en,"['Drama', 'History', 'Music']",108,6.295,"The story of Jerry Lee Lewis, arguably the greatest and certainly one of the wildest musicians of the 1950s. His arrogance, remarkable talent, and unconventional lifestyle often brought him into conflict with others in the industry, and even earned him the scorn and condemnation of the public.",Dennis Quaid,"actor,producer,music_department"
tt0097457,Great Balls of Fire!,1989-06-30,en,"['Drama', 'History', 'Music']",108,6.295,"The story of Jerry Lee Lewis, arguably the greatest and certainly one of the wildest musicians of the 1950s. His arrogance, remarkable talent, and unconventional lifestyle often brought him into conflict with others in the industry, and even earned him the scorn and condemnation of the public.",Winona Ryder,"actress,producer,director"
tt0098220,Romuald et Juliette,1989-03-22,fr,['Comedy'],108,6.51,"A company president gets framed with a food-poisoning scandal and the only person who can help him is the evening cleaning-woman, who always seems to be at the right place at the right time.",Daniel Auteuil,"actor,director,writer"
tt0098220,Romuald et Juliette,1989-03-22,fr,['Comedy'],108,6.51,"A company president gets framed with a food-poisoning scandal and the only person who can help him is the evening cleaning-woman, who always seems to be at the right place at the right time.",Firmine Richard,"actress,soundtrack,archive_footage"
tt0091757,Pirates,1986-05-08,en,"['Adventure', 'Comedy']",124,6.2,"Captain Red runs a hardy pirate ship with the able assistance of Frog, a dashing young French sailor. One day Capt. Red is captured and taken aboard a Spanish galleon, but thanks to his inventiveness, he raises the crew to mutiny, takes over the ship, and kidnaps the niece of the governor of Maracaibo. The question is, can he keep this pace up?",Walter Matthau,"actor,director,producer"
tt0091757,Pirates,1986-05-08,en,"['Adventure', 'Comedy']",124,6.2,"Captain Red runs a hardy pirate ship with the able assistance of Frog, a dashing young French sailor. One day Capt. Red is captured and taken aboard a Spanish galleon, but thanks to his inventiveness, he raises the crew to mutiny, takes over the ship, and kidnaps the niece of the governor of Maracaibo. The question is, can he keep this pace up?",Cris Campion,"actor,director,writer"
tt0095975,They Call Me Renegade,1987-10-30,en,"['Action', 'Adventure', 'Comedy', 'Western']",92,6.049,"While on his travel across the Southwestern United States, with his Jeep CJ Renegade and his chestnut colt named Joe Brown, Luke meets Matt, son of a friend of his, Moose, who is in jail. Moose asks Luke to take care of Matt, and to help him to take possession of a piece of land. So starts their travel, full of adventures...",Terence Hill,"actor,director,miscellaneous"
tt0095975,They Call Me Renegade,1987-10-30,en,"['Action', 'Adventure', 'Comedy', 'Western']",92,6.049,"While on his travel across the Southwestern United States, with his Jeep CJ Renegade and his chestnut colt named Joe Brown, Luke meets Matt, son of a friend of his, Moose, who is in jail. Moose asks Luke to take care of Matt, and to help him to take possession of a piece of land. So starts their travel, full of adventures...",Robert Vaughn,"actor,director,archive_footage"
tt0096787,All Dogs Go to Heaven,1989-11-17,en,"['Drama', 'Animation', 'Family', 'Comedy', 'Fantasy']",89,6.747,"When a casino-owning dog named Charlie is murdered by his rival Carface, he finds himself in Heaven basically by default since all dogs go to heaven. However, since he wants to get back at his killer, he cons his way back to the living with the warning that doing that damns him to Hell. Once back, he teams with his old partner, Itchy, to prep his retaliation. He also stumbles onto an orphan girl who can talk to the animals, thus allowing him to get the inside info on the races to ensure his wins to finance his plans. However, all the while, he is still haunted by nightmares of what's waiting for him on the other side unless he can prove that he is worthy of Heaven again.",Dom DeLuise,"actor,director,writer"
tt0096787,All Dogs Go to Heaven,1989-11-17,en,"['Drama', 'Animation', 'Family', 'Comedy', 'Fantasy']",89,6.747,"When a casino-owning dog named Charlie is murdered by his rival Carface, he finds himself in Heaven basically by default since all dogs go to heaven. However, since he wants to get back at his killer, he cons his way back to the living with the warning that doing that damns him to Hell. Once back, he teams with his old partner, Itchy, to prep his retaliation. He also stumbles onto an orphan girl who can talk to the animals, thus allowing him to get the inside info on the races to ensure his wins to finance his plans. However, all the while, he is still haunted by nightmares of what's waiting for him on the other side unless he can prove that he is worthy of Heaven again.",Burt Reynolds,"producer,actor,director"
tt0107050,Grumpy Old Men,1993-12-25,en,['Comedy'],103,6.605,"For decades, next-door neighbors and former friends John and Max have feuded, trading insults and wicked pranks. When an attractive widow moves in nearby, their bad blood erupts into a high-stakes rivalry full of naughty jokes and adolescent hijinks.",Jack Lemmon,"actor,producer,director"
tt0107050,Grumpy Old Men,1993-12-25,en,['Comedy'],103,6.605,"For decades, next-door neighbors and former friends John and Max have feuded, trading insults and wicked pranks. When an attractive widow moves in nearby, their bad blood erupts into a high-stakes rivalry full of naughty jokes and adolescent hijinks.",Walter Matthau,"actor,director,producer"
tt0102316,Little Man Tate,1991-09-06,en,"['Drama', 'Family']",99,6.552,"Dede is a sole parent trying to bring up her son Fred. When it is discovered that Fred is a genius, she is determined to ensure that Fred has all the opportunities that he needs, and that he is not taken advantage of by people who forget that his extremely powerful intellect is harboured in the body and emotions of a child.",Jodie Foster,"actress,producer,director"
tt0102316,Little Man Tate,1991-09-06,en,"['Drama', 'Family']",99,6.552,"Dede is a sole parent trying to bring up her son Fred. When it is discovered that Fred is a genius, she is determined to ensure that Fred has all the opportunities that he needs, and that he is not taken advantage of by people who forget that his extremely powerful intellect is harboured in the body and emotions of a child.",Dianne Wiest,"actress,soundtrack,archive_footage"
tt0091790,Pretty in Pink,1986-02-28,en,"['Comedy', 'Romance', 'Drama']",97,6.771,"Andie is an outcast, hanging out either with her older boss, who owns the record store where she works, or her quirky high school classmate Duckie, who has a crush on her. When one of the rich and popular kids at school, Blane, asks Andie out, it seems too good to be true. As Andie starts falling for Blane, she begins to realize that dating someone from a different social sphere is not easy.",Molly Ringwald,"actress,music_department,soundtrack"
tt0091790,Pretty in Pink,1986-02-28,en,"['Comedy', 'Romance', 'Drama']",97,6.771,"Andie is an outcast, hanging out either with her older boss, who owns the record store where she works, or her quirky high school classmate Duckie, who has a crush on her. When one of the rich and popular kids at school, Blane, asks Andie out, it seems too good to be true. As Andie starts falling for Blane, she begins to realize that dating someone from a different social sphere is not easy.",Jon Cryer,"actor,producer,director"
tt0108037,The Sandlot,1993-04-07,en,"['Family', 'Comedy']",101,7.5,"During a summer of friendship and adventure, one boy becomes a part of the gang, nine boys become a team and their leader becomes a legend by confronting the terrifying mystery beyond the right field wall.",Tom Guiry,"actor,archive_footage"
tt0108037,The Sandlot,1993-04-07,en,"['Family', 'Comedy']",101,7.5,"During a summer of friendship and adventure, one boy becomes a part of the gang, nine boys become a team and their leader becomes a legend by confronting the terrifying mystery beyond the right field wall.",Mike Vitar,"actor,archive_footage"
tt0078528,The Discord,1978-03-16,fr,['Comedy'],97,6.4,"Guillaume has made it: A machine that can clean dirty air by simply sucking all dirt into air balloons and then shipping them far far away so his explanation. Some Japanese business guys, after dinner with a lot of alcohol, order 5,000 pieces. His only problem: His production capacity is way to small so he gets to produce the machines in his private house. His wife Bernadette is far from being happy about it. Her private life goes down the line so she decides to leave Guillaume and to finally have revenge she candidates for major against her husband...",Louis de Funès,"actor,writer,miscellaneous"
tt0078528,The Discord,1978-03-16,fr,['Comedy'],97,6.4,"Guillaume has made it: A machine that can clean dirty air by simply sucking all dirt into air balloons and then shipping them far far away so his explanation. Some Japanese business guys, after dinner with a lot of alcohol, order 5,000 pieces. His only problem: His production capacity is way to small so he gets to produce the machines in his private house. His wife Bernadette is far from being happy about it. Her private life goes down the line so she decides to leave Guillaume and to finally have revenge she candidates for major against her husband...",Annie Girardot,"actress,producer,soundtrack"
tt0089087,The Emerald Forest,1985-06-22,en,"['Action', 'Adventure', 'Drama']",114,6.699,"For ten years, engineer Bill Markham has searched tirelessly for his son Tommy who disappeared from the edge of the Brazilian rainforest. Miraculously, he finds the boy living among the reclusive Amazon tribe who adopted him. And that's when Bill's adventure truly begins. For his son is now a grown tribesman who moves skillfully through this beautiful-but-dangerous terrain, fearful only of those who would exploit it. And as Bill attempts to ""rescue"" him from the savagery of the untamed jungle, Tommy challenges Bill's idea of true civilization and his notions about who needs rescuing.",Powers Boothe,"actor,soundtrack,archive_footage"
tt0089087,The Emerald Forest,1985-06-22,en,"['Action', 'Adventure', 'Drama']",114,6.699,"For ten years, engineer Bill Markham has searched tirelessly for his son Tommy who disappeared from the edge of the Brazilian rainforest. Miraculously, he finds the boy living among the reclusive Amazon tribe who adopted him. And that's when Bill's adventure truly begins. For his son is now a grown tribesman who moves skillfully through this beautiful-but-dangerous terrain, fearful only of those who would exploit it. And as Bill attempts to ""rescue"" him from the savagery of the untamed jungle, Tommy challenges Bill's idea of true civilization and his notions about who needs rescuing.",Meg Foster,"actress,archive_footage"
tt0086617,The Year of Living Dangerously,1982-12-17,en,"['Drama', 'Romance', 'War']",115,6.7,"Australian journalist Guy Hamilton travels to Indonesia to cover civil strife in 1965. There—on the eve of an attempted coup—he befriends a Chinese Australian photographer with a deep connection to and vast knowledge of the Indonesian people, and also falls in love with a British national.",Mel Gibson,"actor,producer,director"
tt0086617,The Year of Living Dangerously,1982-12-17,en,"['Drama', 'Romance', 'War']",115,6.7,"Australian journalist Guy Hamilton travels to Indonesia to cover civil strife in 1965. There—on the eve of an attempted coup—he befriends a Chinese Australian photographer with a deep connection to and vast knowledge of the Indonesian people, and also falls in love with a British national.",Sigourney Weaver,"actress,producer,soundtrack"
tt0092494,*batteries not included,1987-12-18,en,"['Science Fiction', 'Comedy', 'Family', 'Fantasy']",106,6.659,"In a soon to be demolished block of apartments, the residents resist the criminal methods used to force them to leave so a greedy tycoon can build his new skyscraper. When tiny mechanical aliens land for a recharge, they decide to stay and help out.",Hume Cronyn,"actor,producer,writer"
tt0092494,*batteries not included,1987-12-18,en,"['Science Fiction', 'Comedy', 'Family', 'Fantasy']",106,6.659,"In a soon to be demolished block of apartments, the residents resist the criminal methods used to force them to leave so a greedy tycoon can build his new skyscraper. When tiny mechanical aliens land for a recharge, they decide to stay and help out.",Jessica Tandy,"actress,soundtrack,archive_footage"
tt0090060,St. Elmo's Fire,1985-06-28,en,"['Drama', 'Romance', 'Comedy']",110,6.185,"A group of friends graduate from the halls of Georgetown University into lives that revolve around sex and career aspirations. Kirby waits tables to pay for law school. His roommate Kevin struggles at a D.C. newspaper as he searches for the meaning of love. Jules, an object of adoration and envy, but secretly she has problems of her own. Demure Wendy is in love with Billy—a loveable sax player and an irresponsible drunk. Alec wants it all: a career in politics and the appearance of a traditional home life. Alec’s girlfriend, Leslie, is an ambitious architect who doesn't know about his infidelity, but his new allegiance to the Republican Party is already enough to put her off marriage.",Demi Moore,"actress,producer,director"
tt0090060,St. Elmo's Fire,1985-06-28,en,"['Drama', 'Romance', 'Comedy']",110,6.185,"A group of friends graduate from the halls of Georgetown University into lives that revolve around sex and career aspirations. Kirby waits tables to pay for law school. His roommate Kevin struggles at a D.C. newspaper as he searches for the meaning of love. Jules, an object of adoration and envy, but secretly she has problems of her own. Demure Wendy is in love with Billy—a loveable sax player and an irresponsible drunk. Alec wants it all: a career in politics and the appearance of a traditional home life. Alec’s girlfriend, Leslie, is an ambitious architect who doesn't know about his infidelity, but his new allegiance to the Republican Party is already enough to put her off marriage.",Rob Lowe,"actor,producer,writer"
tt0075223,Silver Streak,1976-12-03,en,"['Comedy', 'Crime', 'Romance', 'Thriller']",114,6.719,"A somewhat daffy book editor on a rail trip from Los Angeles to Chicago thinks that he sees a murdered man thrown from the train. When he can find no one who will believe him, he starts doing some investigating of his own. But all that accomplishes is to get the killer after him.",Gene Wilder,"actor,writer,director"
tt0075223,Silver Streak,1976-12-03,en,"['Comedy', 'Crime', 'Romance', 'Thriller']",114,6.719,"A somewhat daffy book editor on a rail trip from Los Angeles to Chicago thinks that he sees a murdered man thrown from the train. When he can find no one who will believe him, he starts doing some investigating of his own. But all that accomplishes is to get the killer after him.",Richard Pryor,"actor,writer,producer"
tt0097123,Crimes and Misdemeanors,1989-10-13,en,"['Comedy', 'Drama']",104,7.503,"An ophthalmologist's mistress threatens to reveal their affair to his wife, while a married documentary filmmaker is infatuated by another woman.",Martin Landau,"actor,producer,miscellaneous"
tt0097123,Crimes and Misdemeanors,1989-10-13,en,"['Comedy', 'Drama']",104,7.503,"An ophthalmologist's mistress threatens to reveal their affair to his wife, while a married documentary filmmaker is infatuated by another woman.",Woody Allen,"writer,director,actor"
tt0083739,Class of 1984,1982-08-20,en,"['Action', 'Crime', 'Drama', 'Thriller']",98,6.449,"Andy is a new teacher at an inner city high school that is unlike any he has seen before. There are metal detectors at the front door and the place is basically run by a tough kid named Peter Stegman. Soon, Andy and Stegman become enemies and Stegman will stop at nothing to protect his turf and drug dealing business.",Perry King,"actor,director,producer"
tt0083739,Class of 1984,1982-08-20,en,"['Action', 'Crime', 'Drama', 'Thriller']",98,6.449,"Andy is a new teacher at an inner city high school that is unlike any he has seen before. There are metal detectors at the front door and the place is basically run by a tough kid named Peter Stegman. Soon, Andy and Stegman become enemies and Stegman will stop at nothing to protect his turf and drug dealing business.",Merrie Lynn Ross,"actress,producer,miscellaneous"
tt0106673,Dave,1993-05-07,en,['Comedy'],110,6.7,A sweet-natured Temp Agency operator and amateur Presidential look-alike is recruited by the Secret Service to become a temporary stand-in for the President of the United States.,Kevin Kline,"actor,director,producer"
tt0106673,Dave,1993-05-07,en,['Comedy'],110,6.7,A sweet-natured Temp Agency operator and amateur Presidential look-alike is recruited by the Secret Service to become a temporary stand-in for the President of the United States.,Kevin Kline,"actor,director,producer"
tt0079240,The First Great Train Robbery,1978-12-14,en,"['Thriller', 'Adventure', 'Drama', 'Crime']",110,6.654,"In Victorian England, a master criminal makes elaborate plans to steal a shipment of gold from a moving train.",Sean Connery,"actor,producer,director"
tt0079240,The First Great Train Robbery,1978-12-14,en,"['Thriller', 'Adventure', 'Drama', 'Crime']",110,6.654,"In Victorian England, a master criminal makes elaborate plans to steal a shipment of gold from a moving train.",Donald Sutherland,"actor,producer,writer"
tt0093886,Roxanne,1987-06-19,en,"['Comedy', 'Romance']",107,6.416,"Based on the play 'Cyrano de Bergerac', large-nosed C.D. Bales falls for the beautiful Roxanne—while she falls for his personality but another man's looks.",Steve Martin,"writer,actor,producer"
tt0093886,Roxanne,1987-06-19,en,"['Comedy', 'Romance']",107,6.416,"Based on the play 'Cyrano de Bergerac', large-nosed C.D. Bales falls for the beautiful Roxanne—while she falls for his personality but another man's looks.",Daryl Hannah,"actress,producer,director"
tt0076723,Slap Shot,1977-02-25,en,"['Comedy', 'Drama']",123,6.865,"To build up attendance at their games, the management of a struggling minor-league hockey team signs up the Hanson Brothers, three hard-charging players whose job is to demolish the opposition.",Paul Newman,"actor,producer,director"
tt0076723,Slap Shot,1977-02-25,en,"['Comedy', 'Drama']",123,6.865,"To build up attendance at their games, the management of a struggling minor-league hockey team signs up the Hanson Brothers, three hard-charging players whose job is to demolish the opposition.",Michael Ontkean,"actor,archive_footage"
tt0085894,The Man with Two Brains,1983-06-10,en,"['Comedy', 'Science Fiction']",93,6.215,A brain surgeon tries to end his unhappy marriage to spend more time with a disembodied brain.,Steve Martin,"writer,actor,producer"
tt0085894,The Man with Two Brains,1983-06-10,en,"['Comedy', 'Science Fiction']",93,6.215,A brain surgeon tries to end his unhappy marriage to spend more time with a disembodied brain.,Kathleen Turner,"actress,producer,director"
tt0111127,Serial Mom,1994-04-13,en,"['Comedy', 'Crime', 'Thriller']",94,6.773,"She's the perfect all-American parent: a great cook and homemaker, a devoted recycler, and a woman who'll literally kill to keep her family happy.",Kathleen Turner,"actress,producer,director"
tt0111127,Serial Mom,1994-04-13,en,"['Comedy', 'Crime', 'Thriller']",94,6.773,"She's the perfect all-American parent: a great cook and homemaker, a devoted recycler, and a woman who'll literally kill to keep her family happy.",Sam Waterston,"actor,producer,director"
tt0110684,Nobody's Fool,1994-12-23,en,"['Drama', 'Comedy']",110,6.83,"Sully is a rascally ne'er-do-well approaching retirement age. While he is pressing a worker's compensation suit for a bad knee, he secretly works for his nemesis, Carl, and flirts with Carl's young wife Toby. Sully's long- forgotten son and family have moved back to town, so Sully faces unfamiliar family responsibilities. Meanwhile, Sully's landlady's banker son plots to push through a new development and evict Sully from his mother's life.",Paul Newman,"actor,producer,director"
tt0110684,Nobody's Fool,1994-12-23,en,"['Drama', 'Comedy']",110,6.83,"Sully is a rascally ne'er-do-well approaching retirement age. While he is pressing a worker's compensation suit for a bad knee, he secretly works for his nemesis, Carl, and flirts with Carl's young wife Toby. Sully's long- forgotten son and family have moved back to town, so Sully faces unfamiliar family responsibilities. Meanwhile, Sully's landlady's banker son plots to push through a new development and evict Sully from his mother's life.",Bruce Willis,"actor,producer,writer"
tt0076257,The Kentucky Fried Movie,1977-08-10,en,['Comedy'],83,6.207,"A series of loosely connected skits that spoof news programs, commercials, porno films, kung-fu films, disaster films, blaxploitation films, spy films, mafia films, and the fear that somebody is watching you on the other side of the TV.",Evan C. Kim,"actor,archive_footage"
tt0076257,The Kentucky Fried Movie,1977-08-10,en,['Comedy'],83,6.207,"A series of loosely connected skits that spoof news programs, commercials, porno films, kung-fu films, disaster films, blaxploitation films, spy films, mafia films, and the fear that somebody is watching you on the other side of the TV.",Bong Soo Han,"actor,miscellaneous,stunts"
tt0096842,Asterix and the Big Fight,1989-10-04,fr,"['Family', 'Animation', 'Adventure', 'Comedy']",81,6.348,"Gaullish custom requires that a would-be chief must challenge and defeat another to become the leader of two tribes. Vitalstatistix is not perturbed because of Getafix's magic potion. Getafix, however has an accident and forgets how to make it. Then Vitalstatistix is suddenly challenged.",Roger Carel,"actor,miscellaneous,soundtrack"
tt0096842,Asterix and the Big Fight,1989-10-04,fr,"['Family', 'Animation', 'Adventure', 'Comedy']",81,6.348,"Gaullish custom requires that a would-be chief must challenge and defeat another to become the leader of two tribes. Vitalstatistix is not perturbed because of Getafix's magic potion. Getafix, however has an accident and forgets how to make it. Then Vitalstatistix is suddenly challenged.",Roger Carel,"actor,miscellaneous,soundtrack"
tt0083791,The Dark Crystal,1982-12-17,en,"['Adventure', 'Family', 'Fantasy', 'Animation']",93,7.12,"On another planet in the distant past, a Gelfling embarks on a quest to find the missing shard of a magical crystal and restore order to his world, before the grotesque race of Skeksis find and use the crystal for evil.",Jim Henson,"actor,writer,producer"
tt0083791,The Dark Crystal,1982-12-17,en,"['Adventure', 'Family', 'Fantasy', 'Animation']",93,7.12,"On another planet in the distant past, a Gelfling embarks on a quest to find the missing shard of a magical crystal and restore order to his world, before the grotesque race of Skeksis find and use the crystal for evil.",Jim Henson,"actor,writer,producer"
