imdb_id,title,release_date,original_language,genres,runtime,vote_average,overview,primaryName,primaryProfession
tt0109830,Forrest Gump,1994-06-23,en,"['Comedy', 'Drama', 'Romance']",142,8.481,"A man with a low IQ has accomplished great things in his life and been present during significant historic events—in each case, far exceeding what anyone imagined he could do. But despite all he has achieved, his one true love eludes him.",Tom Hanks,"producer,actor,writer"
tt0109830,Forrest Gump,1994-06-23,en,"['Comedy', 'Drama', 'Romance']",142,8.481,"A man with a low IQ has accomplished great things in his life and been present during significant historic events—in each case, far exceeding what anyone imagined he could do. But despite all he has achieved, his one true love eludes him.",Robin Wright,"actress,producer,director"
tt0078788,Apocalypse Now,1979-08-15,en,"['Drama', 'War']",147,8.281,"At the height of the Vietnam war, Captain Benjamin Willard is sent on a dangerous mission that, officially, ""does not exist, nor will it ever exist."" His goal is to locate - and eliminate - a mysterious Green Beret Colonel named Walter Kurtz, who has been leading his personal army on illegal guerrilla missions into enemy territory.",Martin Sheen,"actor,producer,director"
tt0078788,Apocalypse Now,1979-08-15,en,"['Drama', 'War']",147,8.281,"At the height of the Vietnam war, Captain Benjamin Willard is sent on a dangerous mission that, officially, ""does not exist, nor will it ever exist."" His goal is to locate - and eliminate - a mysterious Green Beret Colonel named Walter Kurtz, who has been leading his personal army on illegal guerrilla missions into enemy territory.",Marlon Brando,"actor,director,writer"
tt0088846,Brazil,1985-02-20,en,"['Comedy', 'Science Fiction']",143,7.683,"Low-level bureaucrat Sam Lowry escapes the monotony of his day-to-day life through a recurring daydream of himself as a virtuous hero saving a beautiful damsel. Investigating a case that led to the wrongful arrest and eventual death of an innocent man instead of wanted terrorist Harry Tuttle, he meets the woman from his daydream, and in trying to help her gets caught in a web of mistaken identities, mindless bureaucracy and lies.",Jonathan Pryce,"actor,producer,soundtrack"
tt0088846,Brazil,1985-02-20,en,"['Comedy', 'Science Fiction']",143,7.683,"Low-level bureaucrat Sam Lowry escapes the monotony of his day-to-day life through a recurring daydream of himself as a virtuous hero saving a beautiful damsel. Investigating a case that led to the wrongful arrest and eventual death of an innocent man instead of wanted terrorist Harry Tuttle, he meets the woman from his daydream, and in trying to help her gets caught in a web of mistaken identities, mindless bureaucracy and lies.",Kim Greist,"actress,art_department,archive_footage"
tt0083658,Blade Runner,1982-06-25,en,"['Science Fiction', 'Drama', 'Thriller']",118,7.934,"In the smog-choked dystopian Los Angeles of 2019, blade runner Rick Deckard is called out of retirement to terminate a quartet of replicants who have escaped to Earth seeking their creator for a way to extend their short life spans.",Harrison Ford,"actor,writer,producer"
tt0083658,Blade Runner,1982-06-25,en,"['Science Fiction', 'Drama', 'Thriller']",118,7.934,"In the smog-choked dystopian Los Angeles of 2019, blade runner Rick Deckard is called out of retirement to terminate a quartet of replicants who have escaped to Earth seeking their creator for a way to extend their short life spans.",Rutger Hauer,"actor,producer,director"
tt0092890,Dirty Dancing,1987-08-21,en,"['Drama', 'Music', 'Romance']",100,7.347,"Expecting the usual tedium that accompanies a summer in the Catskills with her family, 17-year-old Frances 'Baby' Houseman is surprised to find herself stepping into the shoes of a professional hoofer—and unexpectedly falling in love.",Patrick Swayze,"actor,producer,miscellaneous"
tt0092890,Dirty Dancing,1987-08-21,en,"['Drama', 'Music', 'Romance']",100,7.347,"Expecting the usual tedium that accompanies a summer in the Catskills with her family, 17-year-old Frances 'Baby' Houseman is surprised to find herself stepping into the shoes of a professional hoofer—and unexpectedly falling in love.",Jennifer Grey,"actress,producer,miscellaneous"
tt0086960,Beverly Hills Cop,1984-12-05,en,"['Action', 'Comedy', 'Crime']",105,7.185,A freewheeling Detroit cop pursuing a murder investigation finds himself dealing with the very different culture of Beverly Hills.,Eddie Murphy,"actor,writer,producer"
tt0086960,Beverly Hills Cop,1984-12-05,en,"['Action', 'Comedy', 'Crime']",105,7.185,A freewheeling Detroit cop pursuing a murder investigation finds himself dealing with the very different culture of Beverly Hills.,Judge Reinhold,"actor,producer,director"
tt0092644,Beverly Hills Cop II,1987-05-18,en,"['Action', 'Comedy', 'Crime']",103,6.467,"Axel heads for the land of sunshine and palm trees to find out who shot police Captain Andrew Bogomil. Thanks to a couple of old friends, Axel's investigation uncovers a series of robberies masterminded by a heartless weapons kingpin—and the chase is on.",Eddie Murphy,"actor,writer,producer"
tt0092644,Beverly Hills Cop II,1987-05-18,en,"['Action', 'Comedy', 'Crime']",103,6.467,"Axel heads for the land of sunshine and palm trees to find out who shot police Captain Andrew Bogomil. Thanks to a couple of old friends, Axel's investigation uncovers a series of robberies masterminded by a heartless weapons kingpin—and the chase is on.",Judge Reinhold,"actor,producer,director"
tt0110413,Léon: The Professional,1994-09-14,en,"['Crime', 'Drama', 'Action']",111,8.3,"Léon, the top hit man in New York, has earned a rep as an effective ""cleaner"". But when his next-door neighbors are wiped out by a loose-cannon DEA agent, he becomes the unwilling custodian of 12-year-old Mathilda. Before long, Mathilda's thoughts turn to revenge, and she considers following in Léon's footsteps.",Jean Reno,"actor,archive_footage,archive_sound"
tt0110413,Léon: The Professional,1994-09-14,en,"['Crime', 'Drama', 'Action']",111,8.3,"Léon, the top hit man in New York, has earned a rep as an effective ""cleaner"". But when his next-door neighbors are wiped out by a loose-cannon DEA agent, he becomes the unwilling custodian of 12-year-old Mathilda. Before long, Mathilda's thoughts turn to revenge, and she considers following in Léon's footsteps.",Gary Oldman,"actor,producer,director"
tt0075314,Taxi Driver,1976-02-09,en,"['Crime', 'Drama']",114,8.165,A mentally unstable Vietnam War veteran works as a night-time taxi driver in New York City where the perceived decadence and sleaze feed his urge for violent action.,Robert De Niro,"actor,producer,director"
tt0075314,Taxi Driver,1976-02-09,en,"['Crime', 'Drama']",114,8.165,A mentally unstable Vietnam War veteran works as a night-time taxi driver in New York City where the perceived decadence and sleaze feed his urge for violent action.,Jodie Foster,"actress,producer,director"
tt0088763,Back to the Future,1985-07-03,en,"['Adventure', 'Comedy', 'Science Fiction']",116,8.312,"Eighties teenager Marty McFly is accidentally sent back in time to 1955, inadvertently disrupting his parents' first meeting and attracting his mother's romantic interest. Marty must repair the damage to history by rekindling his parents' romance and - with the help of his eccentric inventor friend Doc Brown - return to 1985.",Michael J. Fox,"actor,producer,miscellaneous"
tt0088763,Back to the Future,1985-07-03,en,"['Adventure', 'Comedy', 'Science Fiction']",116,8.312,"Eighties teenager Marty McFly is accidentally sent back in time to 1955, inadvertently disrupting his parents' first meeting and attracting his mother's romantic interest. Marty must repair the damage to history by rekindling his parents' romance and - with the help of his eccentric inventor friend Doc Brown - return to 1985.",Christopher Lloyd,"actor,producer,soundtrack"
tt0108394,Three Colors: Blue,1993-08-01,fr,['Drama'],98,7.7,"Julie is haunted by her grief after living through a tragic auto wreck that claimed the life of her composer husband and young daughter. Her initial reaction is to withdraw from her relationships, lock herself in her apartment and suppress her pain. But avoiding human interactions on the bustling streets of Paris proves impossible, and she eventually meets up with Olivier, an old friend who harbors a secret love for her, and who could draw her back to reality.",Juliette Binoche,"actress,art_department,miscellaneous"
tt0108394,Three Colors: Blue,1993-08-01,fr,['Drama'],98,7.7,"Julie is haunted by her grief after living through a tragic auto wreck that claimed the life of her composer husband and young daughter. Her initial reaction is to withdraw from her relationships, lock herself in her apartment and suppress her pain. But avoiding human interactions on the bustling streets of Paris proves impossible, and she eventually meets up with Olivier, an old friend who harbors a secret love for her, and who could draw her back to reality.",Zbigniew Zamachowski,"actor,composer,music_department"
tt0111507,Three Colors: White,1994-01-26,fr,"['Comedy', 'Drama', 'Mystery']",92,7.482,"Polish immigrant Karol Karol finds himself out of a marriage, a job and a country when his French wife, Dominique, divorces him after six months due to his impotence. Forced to leave France after losing the business they jointly owned, Karol enlists fellow Polish expatriate Mikołaj to smuggle him back to their homeland.",Zbigniew Zamachowski,"actor,composer,music_department"
tt0111507,Three Colors: White,1994-01-26,fr,"['Comedy', 'Drama', 'Mystery']",92,7.482,"Polish immigrant Karol Karol finds himself out of a marriage, a job and a country when his French wife, Dominique, divorces him after six months due to his impotence. Forced to leave France after losing the business they jointly owned, Karol enlists fellow Polish expatriate Mikołaj to smuggle him back to their homeland.",Julie Delpy,"actress,writer,producer"
tt0111495,Three Colors: Red,1994-05-12,fr,"['Drama', 'Mystery', 'Romance']",100,7.957,"Valentine, a student model in Geneva, struggles with a possessive boyfriend and a troubled family. When she runs over a dog, she discovers that its owner, a retired judge, is illegally wiretapping and eavesdropping on his neighbors' phone calls. Although Valentine is outraged, she develops a strange bond with the judge – and as the two become closer, she finds herself caught in the middle of events that could change her life.",Irène Jacob,"actress,executive,archive_footage"
tt0111495,Three Colors: Red,1994-05-12,fr,"['Drama', 'Mystery', 'Romance']",100,7.957,"Valentine, a student model in Geneva, struggles with a possessive boyfriend and a troubled family. When she runs over a dog, she discovers that its owner, a retired judge, is illegally wiretapping and eavesdropping on his neighbors' phone calls. Although Valentine is outraged, she develops a strange bond with the judge – and as the two become closer, she finds herself caught in the middle of events that could change her life.",Jean-Louis Trintignant,"actor,writer,director"
tt0086250,Scarface,1983-12-09,en,"['Action', 'Crime', 'Drama']",169,8.165,"After getting a green card in exchange for assassinating a Cuban government official, Tony Montana stakes a claim on the drug trade in Miami. Viciously murdering anyone who stands in his way, Tony eventually becomes the biggest drug lord in the state, controlling nearly all the cocaine that comes through Miami. But increased pressure from the police, wars with Colombian drug cartels and his own drug-fueled paranoia serve to fuel the flames of his eventual downfall.",Al Pacino,"actor,director,producer"
tt0086250,Scarface,1983-12-09,en,"['Action', 'Crime', 'Drama']",169,8.165,"After getting a green card in exchange for assassinating a Cuban government official, Tony Montana stakes a claim on the drug trade in Miami. Viciously murdering anyone who stands in his way, Tony eventually becomes the biggest drug lord in the state, controlling nearly all the cocaine that comes through Miami. But increased pressure from the police, wars with Colombian drug cartels and his own drug-fueled paranoia serve to fuel the flames of his eventual downfall.",Michelle Pfeiffer,"actress,producer,soundtrack"
tt0100405,Pretty Woman,1990-03-23,en,"['Comedy', 'Romance']",119,7.427,"When a millionaire wheeler-dealer enters a business contract with a Hollywood hooker Vivian Ward, he loses his heart in the bargain.",Richard Gere,"actor,producer,music_department"
tt0100405,Pretty Woman,1990-03-23,en,"['Comedy', 'Romance']",119,7.427,"When a millionaire wheeler-dealer enters a business contract with a Hollywood hooker Vivian Ward, he loses his heart in the bargain.",Julia Roberts,"actress,producer,soundtrack"
tt0094226,The Untouchables,1987-06-03,en,"['Crime', 'Drama', 'History', 'Thriller']",119,7.768,"Young Treasury Agent Eliot Ness arrives in Chicago and is determined to take down Al Capone, but it's not going to be easy because Capone has the police in his pocket. Ness meets Jim Malone, a veteran patrolman and probably the most honorable one on the force. He asks Malone to help him get Capone, but Malone warns him that if he goes after Capone, he is going to war.",Kevin Costner,"actor,producer,writer"
tt0094226,The Untouchables,1987-06-03,en,"['Crime', 'Drama', 'History', 'Thriller']",119,7.768,"Young Treasury Agent Eliot Ness arrives in Chicago and is determined to take down Al Capone, but it's not going to be easy because Capone has the police in his pocket. Ness meets Jim Malone, a veteran patrolman and probably the most honorable one on the force. He asks Malone to help him get Capone, but Malone warns him that if he goes after Capone, he is going to war.",Sean Connery,"actor,producer,director"
tt0107048,Groundhog Day,1993-02-11,en,"['Romance', 'Fantasy', 'Drama', 'Comedy']",101,7.603,"A narcissistic TV weatherman, along with his attractive-but-distant producer, and his mawkish cameraman, is sent to report on Groundhog Day in the small town of Punxsutawney, where he finds himself repeating the same day over and over.",Bill Murray,"actor,writer,producer"
tt0107048,Groundhog Day,1993-02-11,en,"['Romance', 'Fantasy', 'Drama', 'Comedy']",101,7.603,"A narcissistic TV weatherman, along with his attractive-but-distant producer, and his mawkish cameraman, is sent to report on Groundhog Day in the small town of Punxsutawney, where he finds himself repeating the same day over and over.",Andie MacDowell,"actress,producer,writer"
tt0083511,48 Hrs.,1982-12-07,en,"['Thriller', 'Action', 'Comedy', 'Crime', 'Drama']",96,6.67,"A hard-nosed cop reluctantly teams up with a wise-cracking criminal temporarily paroled to him, in order to track down a killer.",Nick Nolte,"actor,producer,soundtrack"
tt0083511,48 Hrs.,1982-12-07,en,"['Thriller', 'Action', 'Comedy', 'Crime', 'Drama']",96,6.67,"A hard-nosed cop reluctantly teams up with a wise-cracking criminal temporarily paroled to him, in order to track down a killer.",Eddie Murphy,"actor,writer,producer"
tt0099487,Edward Scissorhands,1990-12-05,en,"['Fantasy', 'Drama', 'Romance']",105,7.716,A small suburban town receives a visit from a castaway unfinished science experiment named Edward.,Johnny Depp,"actor,producer,director"
tt0099487,Edward Scissorhands,1990-12-05,en,"['Fantasy', 'Drama', 'Romance']",105,7.716,A small suburban town receives a visit from a castaway unfinished science experiment named Edward.,Winona Ryder,"actress,producer,director"
tt0096874,Back to the Future Part II,1989-11-22,en,"['Adventure', 'Comedy', 'Science Fiction']",108,7.752,"Marty and Doc are at it again in this wacky sequel to the 1985 blockbuster as the time-traveling duo head to 2015 to nip some McFly family woes in the bud. But things go awry thanks to bully Biff Tannen and a pesky sports almanac. In a last-ditch attempt to set things straight, Marty finds himself bound for 1955 and face to face with his teenage parents -- again.",Michael J. Fox,"actor,producer,miscellaneous"
tt0096874,Back to the Future Part II,1989-11-22,en,"['Adventure', 'Comedy', 'Science Fiction']",108,7.752,"Marty and Doc are at it again in this wacky sequel to the 1985 blockbuster as the time-traveling duo head to 2015 to nip some McFly family woes in the bud. But things go awry thanks to bully Biff Tannen and a pesky sports almanac. In a last-ditch attempt to set things straight, Marty finds himself bound for 1955 and face to face with his teenage parents -- again.",Michael J. Fox,"actor,producer,miscellaneous"
tt0082100,The Party,1980-12-17,fr,"['Drama', 'Romance', 'Comedy']",110,6.605,"A thirteen-year-old French girl deals with moving to a new city and school in Paris, while at the same time her parents are getting a divorce.",Claude Brasseur,"actor,soundtrack,archive_footage"
tt0082100,The Party,1980-12-17,fr,"['Drama', 'Romance', 'Comedy']",110,6.605,"A thirteen-year-old French girl deals with moving to a new city and school in Paris, while at the same time her parents are getting a divorce.",Brigitte Fossey,"actress,miscellaneous,archive_footage"
tt0083686,The Party 2,1982-12-08,fr,"['Comedy', 'Romance', 'Drama']",109,6.454,A young French teenage girl after moving to a new city falls in love with a boy and is thinking of having sex with him because her girlfriends have already done it.,Claude Brasseur,"actor,soundtrack,archive_footage"
tt0083686,The Party 2,1982-12-08,fr,"['Comedy', 'Romance', 'Drama']",109,6.454,A young French teenage girl after moving to a new city falls in love with a boy and is thinking of having sex with him because her girlfriends have already done it.,Brigitte Fossey,"actress,miscellaneous,archive_footage"
tt0095250,The Big Blue,1988-05-10,fr,"['Adventure', 'Drama', 'Romance']",168,7.459,"Two men answer the call of the ocean in this romantic fantasy-adventure.  Jacques and Enzo are a pair of friends who have been close since childhood, and who share a passion for the dangerous sport of free diving. Professional diver Jacques opted to follow in the footsteps of his father, who died at sea when Jacques was a boy; to the bewilderment of scientists, Jacques harbors a remarkable ability to adjust his heart rate and breathing pattern in the water, so that his vital signs more closely resemble that of dolphins than men.  As Enzo persuades a reluctant Jacques to compete against him in a free diving contest -- determining who can dive deeper and longer without scuba gear -- Jacques meets Johana, a beautiful insurance investigator from America, and he finds that he must choose between his love for her and his love of the sea.",Jean-Marc Barr,"actor,producer,director"
tt0095250,The Big Blue,1988-05-10,fr,"['Adventure', 'Drama', 'Romance']",168,7.459,"Two men answer the call of the ocean in this romantic fantasy-adventure.  Jacques and Enzo are a pair of friends who have been close since childhood, and who share a passion for the dangerous sport of free diving. Professional diver Jacques opted to follow in the footsteps of his father, who died at sea when Jacques was a boy; to the bewilderment of scientists, Jacques harbors a remarkable ability to adjust his heart rate and breathing pattern in the water, so that his vital signs more closely resemble that of dolphins than men.  As Enzo persuades a reluctant Jacques to compete against him in a free diving contest -- determining who can dive deeper and longer without scuba gear -- Jacques meets Johana, a beautiful insurance investigator from America, and he finds that he must choose between his love for her and his love of the sea.",Jean Reno,"actor,archive_footage,archive_sound"
tt0101889,The Fisher King,1991-09-20,en,"['Comedy', 'Drama']",138,7.276,Two troubled men face their terrible destinies and events of their past as they join together on a mission to find the Holy Grail and thus to save themselves.,Jeff Bridges,"actor,producer,art_department"
tt0101889,The Fisher King,1991-09-20,en,"['Comedy', 'Drama']",138,7.276,Two troubled men face their terrible destinies and events of their past as they join together on a mission to find the Holy Grail and thus to save themselves.,Robin Williams,"actor,writer,producer"
tt0098663,The Wizard,1989-12-15,en,"['Adventure', 'Comedy', 'Drama', 'Family']",100,6.0,"A boy and his brother run away from home and hitch cross-country, with help from a girl they meet, to compete in the ultimate video-game championship.",Fred Savage,"actor,director,producer"
tt0098663,The Wizard,1989-12-15,en,"['Adventure', 'Comedy', 'Drama', 'Family']",100,6.0,"A boy and his brother run away from home and hitch cross-country, with help from a girl they meet, to compete in the ultimate video-game championship.",Luke Edwards,"actor,producer,director"
tt0091605,The Name of the Rose,1986-09-24,en,"['Drama', 'Thriller', 'Mystery']",130,7.469,"14th-century Franciscan monk William of Baskerville and his young novice arrive at a conference to find that several monks have been murdered under mysterious circumstances. To solve the crimes, William must rise up against the Church's authority and fight the shadowy conspiracy of monastery monks using only his intelligence – which is considerable.",Sean Connery,"actor,producer,director"
tt0091605,The Name of the Rose,1986-09-24,en,"['Drama', 'Thriller', 'Mystery']",130,7.469,"14th-century Franciscan monk William of Baskerville and his young novice arrive at a conference to find that several monks have been murdered under mysterious circumstances. To solve the crimes, William must rise up against the Church's authority and fight the shadowy conspiracy of monastery monks using only his intelligence – which is considerable.",Christian Slater,"actor,producer,director"
tt0099088,Back to the Future Part III,1990-05-25,en,"['Adventure', 'Comedy', 'Science Fiction']",119,7.463,"The final installment of the Back to the Future trilogy finds Marty digging the trusty DeLorean out of a mineshaft and looking for Doc in the Wild West of 1885. But when their time machine breaks down, the travelers are stranded in a land of spurs. More problems arise when Doc falls for pretty schoolteacher Clara Clayton, and Marty tangles with Buford Tannen.",Michael J. Fox,"actor,producer,miscellaneous"
tt0099088,Back to the Future Part III,1990-05-25,en,"['Adventure', 'Comedy', 'Science Fiction']",119,7.463,"The final installment of the Back to the Future trilogy finds Marty digging the trusty DeLorean out of a mineshaft and looking for Doc in the Wild West of 1885. But when their time machine breaks down, the travelers are stranded in a land of spurs. More problems arise when Doc falls for pretty schoolteacher Clara Clayton, and Marty tangles with Buford Tannen.",Michael J. Fox,"actor,producer,miscellaneous"
tt0097165,Dead Poets Society,1989-06-02,en,['Drama'],128,8.316,"At an elite, old-fashioned boarding school in New England, a passionate English teacher inspires his students to rebel against convention and seize the potential of every day, courting the disdain of the stern headmaster.",Robin Williams,"actor,writer,producer"
tt0097165,Dead Poets Society,1989-06-02,en,['Drama'],128,8.316,"At an elite, old-fashioned boarding school in New England, a passionate English teacher inspires his students to rebel against convention and seize the potential of every day, courting the disdain of the stern headmaster.",Robert Sean Leonard,"actor,soundtrack"
tt0086066,The Outsiders,1983-03-25,en,"['Crime', 'Drama']",91,7.242,"When two poor Greasers, Johnny and Ponyboy, are assaulted by a vicious gang, the Socs, and Johnny kills one of the attackers, tension begins to mount between the two rival gangs, setting off a turbulent chain of events.",C. Thomas Howell,"actor,producer,director"
tt0086066,The Outsiders,1983-03-25,en,"['Crime', 'Drama']",91,7.242,"When two poor Greasers, Johnny and Ponyboy, are assaulted by a vicious gang, the Socs, and Johnny kills one of the attackers, tension begins to mount between the two rival gangs, setting off a turbulent chain of events.",Matt Dillon,"actor,director,producer"
tt0086216,Rumble Fish,1983-10-20,en,"['Action', 'Crime', 'Drama']",94,6.984,"Rusty James, an absent-minded street thug, struggles to live up to his legendary older brother's reputation, and longs for the days when gang warfare was going on.",Matt Dillon,"actor,director,producer"
tt0086216,Rumble Fish,1983-10-20,en,"['Action', 'Crime', 'Drama']",94,6.984,"Rusty James, an absent-minded street thug, struggles to live up to his legendary older brother's reputation, and longs for the days when gang warfare was going on.",Mickey Rourke,"actor,writer,producer"
tt0080117,The Wanderers,1979-07-13,en,['Drama'],117,6.985,The streets of the Bronx are owned by '60s youth gangs where the joy and pain of adolescence is lived. Philip Kaufman tells his take on the novel by Richard Price about the history of the Italian-American gang ‘The Wanderers.’,Ken Wahl,"actor,producer,writer"
tt0080117,The Wanderers,1979-07-13,en,['Drama'],117,6.985,The streets of the Bronx are owned by '60s youth gangs where the joy and pain of adolescence is lived. Philip Kaufman tells his take on the novel by Richard Price about the history of the Italian-American gang ‘The Wanderers.’,Karen Allen,"actress,director,soundtrack"
tt0092005,Stand by Me,1986-08-08,en,"['Crime', 'Drama']",89,7.862,"Gordie, Chris, Teddy and Vern are four friends who decide to hike to find the corpse of Ray Brower, a local teenager, who was hit by a train while plucking blueberries in the wild.",Wil Wheaton,"actor,writer,producer"
tt0092005,Stand by Me,1986-08-08,en,"['Crime', 'Drama']",89,7.862,"Gordie, Chris, Teddy and Vern are four friends who decide to hike to find the corpse of Ray Brower, a local teenager, who was hit by a train while plucking blueberries in the wild.",River Phoenix,"actor,soundtrack,archive_footage"
tt0110598,Muriel's Wedding,1994-09-29,en,"['Comedy', 'Drama', 'Romance']",106,6.889,"A young social outcast in Australia steals money from her parents to finance a vacation where she hopes to find happiness, and perhaps love.",Toni Collette,"actress,producer,director"
tt0110598,Muriel's Wedding,1994-09-29,en,"['Comedy', 'Drama', 'Romance']",106,6.889,"A young social outcast in Australia steals money from her parents to finance a vacation where she hopes to find happiness, and perhaps love.",Rachel Griffiths,"actress,producer,writer"
tt0110632,Natural Born Killers,1994-08-25,en,"['Crime', 'Thriller', 'Drama']",118,7.1,Two victims of traumatized childhoods become lovers and serial murderers irresponsibly glorified by the mass media.,Woody Harrelson,"actor,producer,director"
tt0110632,Natural Born Killers,1994-08-25,en,"['Crime', 'Thriller', 'Drama']",118,7.1,Two victims of traumatized childhoods become lovers and serial murderers irresponsibly glorified by the mass media.,Juliette Lewis,"actress,director,producer"
tt0099674,The Godfather Part III,1990-12-25,en,"['Crime', 'Drama', 'Thriller']",170,7.424,"In the midst of trying to legitimize his business dealings in 1979 New York and Italy, aging mafia don, Michael Corleone seeks forgiveness for his sins while taking a young protege under his wing.",Al Pacino,"actor,director,producer"
tt0099674,The Godfather Part III,1990-12-25,en,"['Crime', 'Drama', 'Thriller']",170,7.424,"In the midst of trying to legitimize his business dealings in 1979 New York and Italy, aging mafia don, Michael Corleone seeks forgiveness for his sins while taking a young protege under his wing.",Diane Keaton,"actress,producer,director"
tt0098621,The War of the Roses,1989-12-08,en,"['Comedy', 'Drama']",116,6.877,"The Roses, Barbara and Oliver, live happily as a married couple. Then she starts to wonder what life would be like without Oliver, and likes what she sees. Both want to stay in the house, and so they begin a campaign to force each other to leave. In the middle of the fighting is D'Amato, the divorce lawyer. He gets to see how far both will go to get rid of the other, and boy do they go far.",Michael Douglas,"actor,producer,director"
tt0098621,The War of the Roses,1989-12-08,en,"['Comedy', 'Drama']",116,6.877,"The Roses, Barbara and Oliver, live happily as a married couple. Then she starts to wonder what life would be like without Oliver, and likes what she sees. Both want to stay in the house, and so they begin a campaign to force each other to leave. In the middle of the fighting is D'Amato, the divorce lawyer. He gets to see how far both will go to get rid of the other, and boy do they go far.",Kathleen Turner,"actress,producer,director"
tt0099653,Ghost,1990-07-12,en,"['Fantasy', 'Drama', 'Thriller', 'Mystery', 'Romance']",127,7.207,"Sam Wheat is a banker, Molly Jensen is an artist, and the two are madly in love. However, when Sam is murdered by his friend and corrupt business partner Carl Bruner over a shady business deal, he is left to roam the earth as a powerless spirit. When he learns of Carl's betrayal, Sam must seek the help of psychic Oda Mae Brown to set things right and protect Molly from Carl and his goons.",Patrick Swayze,"actor,producer,miscellaneous"
tt0099653,Ghost,1990-07-12,en,"['Fantasy', 'Drama', 'Thriller', 'Mystery', 'Romance']",127,7.207,"Sam Wheat is a banker, Molly Jensen is an artist, and the two are madly in love. However, when Sam is murdered by his friend and corrupt business partner Carl Bruner over a shady business deal, he is left to roam the earth as a powerless spirit. When he learns of Carl's betrayal, Sam must seek the help of psychic Oda Mae Brown to set things right and protect Molly from Carl and his goons.",Demi Moore,"actress,producer,director"
tt0078771,Love on the Run,1979-01-24,fr,"['Comedy', 'Drama', 'Romance']",93,7.1,"Antoine is now 30, working as a proofreader and getting divorced from his his wife. It being the first ""no-fault"" divorce in France, a media circus erupts, dredging up Antoine's past. Indecisive about his new love with a store clerk, he impulsively takes off with an old flame.",Jean-Pierre Léaud,"actor,assistant_director,director"
tt0078771,Love on the Run,1979-01-24,fr,"['Comedy', 'Drama', 'Romance']",93,7.1,"Antoine is now 30, working as a proofreader and getting divorced from his his wife. It being the first ""no-fault"" divorce in France, a media circus erupts, dredging up Antoine's past. Indecisive about his new love with a store clerk, he impulsively takes off with an old flame.",Claude Jade,"actress,archive_footage"
tt0085794,The King of Comedy,1982-12-18,en,"['Drama', 'Comedy']",109,7.8,"Aspiring comic Rupert Pupkin attempts to achieve success in show business by stalking his idol, a late night talk-show host who craves his own privacy.",Robert De Niro,"actor,producer,director"
tt0085794,The King of Comedy,1982-12-18,en,"['Drama', 'Comedy']",109,7.8,"Aspiring comic Rupert Pupkin attempts to achieve success in show business by stalking his idol, a late night talk-show host who craves his own privacy.",Jerry Lewis,"actor,writer,director"
tt0102926,The Silence of the Lambs,1991-02-14,en,"['Crime', 'Drama', 'Thriller']",119,8.346,"Clarice Starling is a top student at the FBI's training academy.  Jack Crawford wants Clarice to interview Dr. Hannibal Lecter, a brilliant psychiatrist who is also a violent psychopath, serving life behind bars for various acts of murder and cannibalism.  Crawford believes that Lecter may have insight into a case and that Starling, as an attractive young woman, may be just the bait to draw him out.",Jodie Foster,"actress,producer,director"
tt0102926,The Silence of the Lambs,1991-02-14,en,"['Crime', 'Drama', 'Thriller']",119,8.346,"Clarice Starling is a top student at the FBI's training academy.  Jack Crawford wants Clarice to interview Dr. Hannibal Lecter, a brilliant psychiatrist who is also a violent psychopath, serving life behind bars for various acts of murder and cannibalism.  Crawford believes that Lecter may have insight into a case and that Starling, as an attractive young woman, may be just the bait to draw him out.",Anthony Hopkins,"actor,composer,producer"
tt0111161,The Shawshank Redemption,1994-09-23,en,"['Drama', 'Crime']",142,8.703,"Framed in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.",Tim Robbins,"actor,producer,director"
tt0111161,The Shawshank Redemption,1994-09-23,en,"['Drama', 'Crime']",142,8.703,"Framed in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.",Morgan Freeman,"actor,producer,director"
tt0086879,Amadeus,1984-09-19,en,"['History', 'Music', 'Drama']",180,8.039,"Wolfgang Amadeus Mozart is a remarkably talented young Viennese composer who unwittingly finds a fierce rival in the disciplined and determined Antonio Salieri. Resenting Mozart for both his hedonistic lifestyle and his undeniable talent, the highly religious Salieri is gradually consumed by his jealousy and becomes obsessed with Mozart's downfall, leading to a devious scheme that has dire consequences for both men.",F. Murray Abraham,"actor,soundtrack,archive_footage"
tt0086879,Amadeus,1984-09-19,en,"['History', 'Music', 'Drama']",180,8.039,"Wolfgang Amadeus Mozart is a remarkably talented young Viennese composer who unwittingly finds a fierce rival in the disciplined and determined Antonio Salieri. Resenting Mozart for both his hedonistic lifestyle and his undeniable talent, the highly religious Salieri is gradually consumed by his jealousy and becomes obsessed with Mozart's downfall, leading to a devious scheme that has dire consequences for both men.",Tom Hulce,"actor,producer,sound_department"
