imdb_id,production_countries,genres,budget,original_language,original_title,overview,popularity,poster_path,release_date,revenue,runtime,spoken_languages,status,title,vote_average,vote_count,production_companies_name,actor,director,poster_url
tt0112792,['US'],['Drama'],23000000,en,Dangerous Minds,"Former Marine Louanne Johnson lands a gig teaching in a pilot program for bright but underachieving teens at a notorious inner-city high school. After having a terrible first day, she decides she must throw decorum to the wind. When Johnson returns to the classroom, she does so armed with a no-nonsense attitude informed by her military training and a fearless determination to better the lives of her students -- no matter what the cost.",16.642,/yWHWC8fJRp2kLgiFrEa8o3krOH9.jpg,1995-08-11,179519401,99,['en'],Released,Dangerous Minds,6.961,993,"['Don Simpson/Jerry Bruckheimer Films', 'Hollywood Pictures', 'Via Rosa Productions']","Michelle Pfeiffer, George Dzundza",John N. Smith,https://image.tmdb.org/t/p/original/yWHWC8fJRp2kLgiFrEa8o3krOH9.jpg
tt0091396,['US'],"['Comedy', 'Crime']",40000000,en,Legal Eagles,"District Attorney Tom Logan is set for higher office, at least until he becomes involved with defence lawyer Laura Kelly and her unpredictable client Chelsea Deardon. It seems the least of Chelsea's crimes is the theft of a very valuable painting, but as the women persuade Logan to investigate further and to cut some official corners, a much more sinister scenario starts to emerge.",10.997,/aZKGkQ9rpMyQ75sbdLnpmiM3m73.jpg,1986-06-18,93151591,116,['en'],Released,Legal Eagles,6.0,184,"['Northern Lights Entertainment', 'Universal Pictures', 'Mirage Enterprises']","Robert Redford, Debra Winger",Ivan Reitman,https://image.tmdb.org/t/p/original/aZKGkQ9rpMyQ75sbdLnpmiM3m73.jpg
tt0097815,['US'],['Comedy'],11000000,en,Major League,"When Rachel Phelps inherits the Cleveland Indians from her deceased husband, she's determined to move the team to a warmer climate—but only a losing season will make that possible, which should be easy given the misfits she's hired. Rachel is sure her dream will come true, but she underestimates their will to succeed.",10.003,/o8uO64psLnagA0urtVxMFBNERVr.jpg,1989-02-16,75000000,107,['en'],Released,Major League,6.899,656,"['Mirage Enterprises', 'Morgan Creek Entertainment']","Tom Berenger, Charlie Sheen",David S. Ward,https://image.tmdb.org/t/p/original/o8uO64psLnagA0urtVxMFBNERVr.jpg
tt0107798,['US'],"['Mystery', 'Drama', 'Thriller', 'Crime', 'Action']",45000000,en,The Pelican Brief,"A law student's theory about the recent deaths of two Supreme Court justices embroils her in a far-reaching web of murder, corruption, and greed.",17.467,/1V9B0fk3dh2Af2yUI5mAEETJNNT.jpg,1993-09-17,195268056,141,['en'],Released,The Pelican Brief,6.609,1323,['Warner Bros. Pictures'],"Julia Roberts, Denzel Washington",Alan J. Pakula,https://image.tmdb.org/t/p/original/1V9B0fk3dh2Af2yUI5mAEETJNNT.jpg
tt0086508,['US'],"['Drama', 'War', 'Action']",11000000,en,Uncommon Valor,A group of Vietnam War veterans re-unite to rescue one of their own left behind and taken prisoner by the Vietnamese...,10.439,/gdppSF9wv07bvt9UYv3yGydTpZt.jpg,1983-12-16,30503151,105,['en'],Released,Uncommon Valor,6.206,158,['Paramount'],"Gene Hackman, Patrick Swayze",Ted Kotcheff,https://image.tmdb.org/t/p/original/gdppSF9wv07bvt9UYv3yGydTpZt.jpg
tt0091738,['US'],"['Comedy', 'Drama', 'Fantasy']",18000000,en,Peggy Sue Got Married,"Peggy Sue faints at a high school reunion. When she wakes up she finds herself in her own past, just before she finished school.",11.15,/nhxj5XmhWeZbWH6LP8IRenyEjbt.jpg,1986-10-10,41382841,103,['en'],Released,Peggy Sue Got Married,6.091,467,"['American Zoetrope', 'TriStar Pictures']","Kathleen Turner, Nicolas Cage",Francis Ford Coppola,https://image.tmdb.org/t/p/original/nhxj5XmhWeZbWH6LP8IRenyEjbt.jpg
tt0091187,['US'],"['War', 'Action', 'Comedy', 'Drama']",15000000,en,Heartbreak Ridge,"A hard-nosed, hard-living Marine gunnery sergeant clashes with his superiors and his ex-wife as he takes command of a spoiled recon platoon with a bad attitude.",17.553,/aMr99UigkMCTSPnLTpkzJeLmpyc.jpg,1986-12-05,42724017,130,"['es', 'en']",Released,Heartbreak Ridge,6.874,880,"['Jay Weston Productions', 'Malpaso Productions', 'Warner Bros. Pictures']","Clint Eastwood, Marsha Mason",Clint Eastwood,https://image.tmdb.org/t/p/original/aMr99UigkMCTSPnLTpkzJeLmpyc.jpg
tt0093493,['US'],"['Fantasy', 'Comedy', 'Romance']",6000000,en,Mannequin,"Jonathan Switcher, an unemployed artist, finds a job as an assistant window dresser for a department store. When Jonathan happens upon a beautiful mannequin he previously designed, she springs to life and introduces herself as Emmy, an Egyptian under an ancient spell. Despite interference from the store's devious manager, Jonathan and his mannequin fall in love while creating eye-catching window displays to keep the struggling store in business.",26.048,/oHMA8euTiZdDFXDi5zaIQQXwl0K.jpg,1987-02-13,42721196,89,['en'],Released,Mannequin,6.812,606,"['Gladden Entertainment', '20th Century Fox', 'Cannon Group']","Andrew McCarthy, Kim Cattrall",Michael Gottlieb,https://image.tmdb.org/t/p/original/oHMA8euTiZdDFXDi5zaIQQXwl0K.jpg
tt0101414,['US'],"['Romance', 'Family', 'Animation', 'Fantasy']",25000000,en,Beauty and the Beast,"Follow the adventures of Belle, a bright young woman who finds herself in the castle of a prince who's been turned into a mysterious beast. With the help of the castle's enchanted staff, Belle soon learns the most important lesson of all -- that true beauty comes from within.",60.612,/6DDJ8o2d6T4fpGWECLF4xBGTyAM.jpg,1991-10-22,424967620,84,"['fr', 'en']",Released,Beauty and the Beast,7.7,8997,"['Walt Disney Pictures', 'Silver Screen Partners IV', 'Walt Disney Feature Animation']","Paige O'Hara, Robby Benson","Gary Trousdale, Kirk Wise",https://image.tmdb.org/t/p/original/6DDJ8o2d6T4fpGWECLF4xBGTyAM.jpg
tt0093936,['US'],['Comedy'],12000000,en,The Secret of My Success,"Brantley Foster, a well-educated kid from Kansas, has always dreamed of making it big in New York, but once in New York, he learns that jobs - and girls - are hard to get. When Brantley visits his uncle, Howard Prescott, who runs a multi-million-dollar company, he is given a job in the company's mail room.",11.481,/yT4vQVUI4DoQar4elkqbHB1pjf0.jpg,1987-04-10,110996879,111,['en'],Released,The Secret of My Success,6.458,535,"['Universal Pictures', 'Rastar Productions']","Michael J. Fox, Michael J. Fox",Herbert Ross,https://image.tmdb.org/t/p/original/yT4vQVUI4DoQar4elkqbHB1pjf0.jpg
tt0108333,"['US', 'AT']","['Action', 'Adventure', 'Comedy']",30000000,en,The Three Musketeers,"D'Artagnan travels to Paris hoping to become a musketeer, one of the French king's elite bodyguards, only to discover that the corps has been disbanded by conniving Cardinal Richelieu, who secretly hopes to usurp the throne. Fortunately, Athos, Porthos and Aramis have refused to lay down their weapons and continue to protect their king. D'Artagnan joins with the rogues to expose Richelieu's plot against the crown.",19.823,/mk8UH7JRmK8adcqJJpB1ygP7B1C.jpg,1993-11-11,53898845,105,['en'],Released,The Three Musketeers,6.385,830,"['Walt Disney Pictures', 'Caravan Pictures']","Charlie Sheen, Kiefer Sutherland",Stephen Herek,https://image.tmdb.org/t/p/original/mk8UH7JRmK8adcqJJpB1ygP7B1C.jpg
tt0091635,['US'],"['Romance', 'Drama']",17000000,en,Nine 1/2 Weeks,"An erotic story about a woman, the assistant of an art gallery, who gets involved in an impersonal affair with a man. She barely knows about his life, only about the sex games they play, so the relationship begins to get complicated.",16.739,/aE1iunrgO8UHfoXKJcjCy4Ih17n.jpg,1986-02-09,6735922,117,['en'],Released,Nine 1/2 Weeks,6.103,839,"['Jonesfilm', 'Galactic Films', 'Triple Ajaxxx', 'Metro-Goldwyn-Mayer', 'PSO']","Mickey Rourke, Kim Basinger",Adrian Lyne,https://image.tmdb.org/t/p/original/aE1iunrgO8UHfoXKJcjCy4Ih17n.jpg
tt0093780,['US'],"['Action', 'Adventure', 'Crime', 'Drama']",11000000,en,The Principal,"Burglary. Drugs. Assault. Rape. The students at Brandel High are more than new Principal Rick Latimer bargained for. Gangs fight to control the school using knives - even guns - when they have to. When Latimer and the head of security try to clean up the school and stop the narcotics trade, they run up against a teenage mafia. A violent confrontation on the campus leads to a deadly showdown with the drug dealer's gang, and one last chance for Latimer to save his career... and his life.",9.964,/kwwDruwoHwNMY6tV7KOdVGcEusT.jpg,1987-09-18,19734940,109,['en'],Released,The Principal,6.51,241,"['ML Delphi Premier Productions', 'TriStar Pictures', 'Dorica Film']","Jim Belushi, Louis Gossett Jr.",Christopher Cain,https://image.tmdb.org/t/p/original/kwwDruwoHwNMY6tV7KOdVGcEusT.jpg
tt0092965,"['CN', 'ES', 'GB', 'US']","['Drama', 'History', 'War']",35000000,en,Empire of the Sun,"Jamie Graham, a privileged English boy, is living in Shanghai when the Japanese invade and force all foreigners into prison camps. Jamie is captured with an American sailor, who looks out for him while they are in the camp together. Even though he is separated from his parents and in a hostile environment, Jamie maintains his dignity and youthful spirit, providing a beacon of hope for the others held captive with him.",18.784,/gEaCzjwHoPgyQFcwHql7o5YLHAU.jpg,1987-12-09,66700000,153,"['en', 'ja', 'zh']",Released,Empire of the Sun,7.514,1664,"['Amblin Entertainment', 'Warner Bros. Pictures']","Christian Bale, John Malkovich",Steven Spielberg,https://image.tmdb.org/t/p/original/gEaCzjwHoPgyQFcwHql7o5YLHAU.jpg
tt0091059,['US'],"['Family', 'Science Fiction', 'Adventure']",9000000,en,Flight of the Navigator,"12-year-old David is accidentally knocked out in the forest near his home, but when he awakens eight years have passed. His family is overjoyed to have him back, but is just as perplexed as he is that he hasn't aged. When a NASA scientist discovers a UFO nearby, David gets the chance to unravel the mystery and recover the life he lost.",14.939,/tdRgQWMximj0tL6OWu9kRTtePmI.jpg,1986-07-30,18564613,90,['en'],Released,Flight of the Navigator,6.9,706,"['New Star Entertainment', 'Walt Disney Pictures', 'Viking Film', 'PSO']","Joey Cramer, Paul Reubens",Randal Kleiser,https://image.tmdb.org/t/p/original/tdRgQWMximj0tL6OWu9kRTtePmI.jpg
tt0094894,['US'],"['Action', 'Crime', 'Drama']",6000000,en,Colors,"A confident young cop is shown the ropes by a veteran partner in the dangerous gang-controlled barrios of Los Angeles, where the gang culture is enforced by the colors the members wear.",15.502,/5KueYME8A449pxaKTJZp3cWKKSX.jpg,1988-04-15,46616067,120,"['en', 'es']",Released,Colors,6.5,372,['Orion Pictures'],"Sean Penn, Robert Duvall",Dennis Hopper,https://image.tmdb.org/t/p/original/5KueYME8A449pxaKTJZp3cWKKSX.jpg
tt0095243,['US'],"['Drama', 'History']",22000000,en,Gorillas in the Mist,"The story of Dian Fossey, a scientist who came to Africa to study the vanishing mountain gorillas, and later fought to protect them.",9.194,/utptKpx6cXxmbEGu4N4HIoSZ6IS.jpg,1988-09-23,0,129,['en'],Released,Gorillas in the Mist,6.971,501,"['The Guber-Peters Company', 'Universal Pictures', 'Warner Bros. Pictures']","Sigourney Weaver, Bryan Brown",Michael Apted,https://image.tmdb.org/t/p/original/utptKpx6cXxmbEGu4N4HIoSZ6IS.jpg
tt0096219,"['CA', 'US']",['Drama'],4000000,en,Talk Radio,"A rude, contemptuous talk show host becomes overwhelmed by the hatred that surrounds his program just before it goes national.",7.292,/g5iv9gwAuNRAW0TGhbkhBVXeiuZ.jpg,1988-12-21,3468572,110,['en'],Released,Talk Radio,7.1,184,"['Ten-Four Productions', 'Cineplex-Odeon Films', 'Universal Pictures']","Eric Bogosian, Ellen Greene",Oliver Stone,https://image.tmdb.org/t/p/original/g5iv9gwAuNRAW0TGhbkhBVXeiuZ.jpg
tt0095031,['US'],"['Crime', 'Comedy']",0,en,Dirty Rotten Scoundrels,"Two con men try to settle their rivalry by betting on who can be the first to swindle a young American heiress out of $50,000.",11.713,/3176xH21fSetstKpEtAD1giHbyT.jpg,1988-12-14,42039085,110,['en'],Released,Dirty Rotten Scoundrels,7.104,719,['Orion Pictures'],"Steve Martin, Michael Caine",Frank Oz,https://image.tmdb.org/t/p/original/3176xH21fSetstKpEtAD1giHbyT.jpg
tt0097027,['US'],"['Drama', 'History', 'War']",22500000,en,Casualties of War,"During the Vietnam War, a soldier finds himself the outsider of his own squad when they unnecessarily kidnap a female villager.",18.302,/3SerZUDoU9TMCXMsQqiXvSWm0uL.jpg,1989-08-18,18671317,113,['en'],Released,Casualties of War,7.159,748,['Columbia Pictures'],"Michael J. Fox, Sean Penn",Brian De Palma,https://image.tmdb.org/t/p/original/3SerZUDoU9TMCXMsQqiXvSWm0uL.jpg
tt0097757,['US'],"['Animation', 'Family', 'Fantasy']",40000000,en,The Little Mermaid,This colorful adventure tells the story of an impetuous mermaid princess named Ariel who falls in love with the very human Prince Eric and puts everything on the line for the chance to be with him. Memorable songs and characters -- including the villainous sea witch Ursula.,104.76,/plcZXvI310FkbwIptvd6rqk63LP.jpg,1989-11-17,211343479,83,"['en', 'fr']",Released,The Little Mermaid,7.346,6975,"['Walt Disney Pictures', 'Silver Screen Partners IV', 'Walt Disney Feature Animation']","Jodi Benson, Samuel E. Wright","Ron Clements, John Musker",https://image.tmdb.org/t/p/original/plcZXvI310FkbwIptvd6rqk63LP.jpg
tt0114478,"['DE', 'JP', 'US']","['Comedy', 'Drama']",7000000,en,Smoke,"Writer Paul Benjamin is nearly hit by a bus when he leaves Auggie Wren's smoke shop. Stranger Rashid Cole  saves his life, and soon middle-aged Paul tells homeless Rashid that he wouldn't mind a short-term housemate. Still grieving over his wife's murder, Paul is moved by both Rashid's quest to reconnect with his father and Auggie's discovery that a woman who might be his daughter is about to give birth.",8.956,/phvnN7OPEnlHoAZe8nsSqPDD8B0.jpg,1995-06-09,8349430,112,['en'],Released,Smoke,7.263,403,['Miramax'],"Harvey Keitel, William Hurt",Wayne Wang,https://image.tmdb.org/t/p/original/phvnN7OPEnlHoAZe8nsSqPDD8B0.jpg
tt0084237,"['GB', 'US']","['Fantasy', 'Animation', 'Family', 'Adventure']",0,en,The Last Unicorn,"From a riddle-speaking butterfly, a unicorn learns that she is supposedly the last of her kind, all the others having been herded away by the Red Bull. The unicorn sets out to discover the truth behind the butterfly's words. She is eventually joined on her quest by Schmendrick, a second-rate magician, and Molly Grue, a now middle-aged woman who dreamed all her life of seeing a unicorn. Their journey leads them far from home, all the way to the castle of King Haggard.",15.488,/2MhDPbadE2ha83qiFwUHPgmKLnV.jpg,1982-11-19,6455530,92,"['en', 'de']",Released,The Last Unicorn,7.151,405,"['Rankin/Bass Productions', 'ITC Entertainment']","Jeff Bridges, Mia Farrow","Jules Bass, Arthur Rankin Jr.",https://image.tmdb.org/t/p/original/2MhDPbadE2ha83qiFwUHPgmKLnV.jpg
tt0082517,['US'],['Comedy'],11000000,en,History of the World: Part I,"An uproarious version of history that proves nothing is sacred – not even the Roman Empire, the French Revolution and the Spanish Inquisition.",16.266,/l3TEMyKb6xgUnTSGjcnvVE18JRf.jpg,1981-06-12,31672907,92,"['fr', 'la', 'en']",Released,History of the World: Part I,6.796,673,"['Brooksfilms', '20th Century Fox']","Mel Brooks, Mel Brooks",Mel Brooks,https://image.tmdb.org/t/p/original/l3TEMyKb6xgUnTSGjcnvVE18JRf.jpg
tt0089822,['US'],"['Comedy', 'Crime']",7600000,en,Police Academy 2: Their First Assignment,"Officer Carey Mahoney and his cohorts have finally graduated from the Police Academy and are about to hit the streets on their first assignment. Question is, are they ready to do battle with a band of graffiti-tagging terrorists? Time will tell, but don't sell short this cheerful band of doltish boys in blue.",21.559,/xyljfyGSJOdghPsycreHMsnhpU9.jpg,1985-03-28,55600000,87,['en'],Released,Police Academy 2: Their First Assignment,6.057,1322,"['The Ladd Company', 'Warner Bros. Pictures']","Steve Guttenberg, Bubba Smith",Jerry Paris,https://image.tmdb.org/t/p/original/xyljfyGSJOdghPsycreHMsnhpU9.jpg
tt0105812,['US'],"['Comedy', 'Drama']",31000000,en,White Men Can't Jump,"Two street basketball hustlers try to con each other, then team up for a bigger score.",14.81,/jnI05Z2Cm9ACEJo8FGen7tdHKLl.jpg,1992-03-26,90753806,115,['en'],Released,White Men Can't Jump,6.618,1112,['20th Century Fox'],"Wesley Snipes, Woody Harrelson",Ron Shelton,https://image.tmdb.org/t/p/original/jnI05Z2Cm9ACEJo8FGen7tdHKLl.jpg
tt0100944,"['GB', 'US']","['Adventure', 'Fantasy', 'Horror', 'Comedy', 'Family', 'Mystery']",0,en,The Witches,"A young boy named Luke and his grandmother go on vacation only to discover their hotel is hosting an international witch convention, where the Grand High Witch is unveiling her master plan to turn all children into mice. Will Luke fall victim to the witches' plot before he can stop them?",18.359,/mPYBjVkeHakkPGY7WaKyyNU4RWm.jpg,1990-05-25,15360553,91,['en'],Released,The Witches,6.9,1097,"['Lorimar Film Entertainment', 'The Jim Henson Company', 'Warner Bros. Pictures']","Anjelica Huston, Anjelica Huston",Nicolas Roeg,https://image.tmdb.org/t/p/original/mPYBjVkeHakkPGY7WaKyyNU4RWm.jpg
tt0099615,['US'],"['Comedy', 'Crime']",0,en,The Freshman,"After a film student gets his belongings stolen, he meets a mobster bearing a startling resemblance to a certain cinematic godfather. Soon, he finds himself caught up in a caper involving endangered species and fine dining.",12.649,/2BWfpISXFso32Aokpmzw0ebaOLA.jpg,1990-07-20,0,102,['en'],Released,The Freshman,6.3,237,['TriStar Pictures'],"Marlon Brando, Matthew Broderick",Andrew Bergman,https://image.tmdb.org/t/p/original/2BWfpISXFso32Aokpmzw0ebaOLA.jpg
tt0100530,['US'],"['Drama', 'Thriller', 'Romance']",21800000,en,The Russia House,"Barley Scott Blair, a Lisbon-based editor of Russian literature who unexpectedly begins working for British intelligence, is commissioned to investigate the purposes of Dante, a dissident scientist trapped in the decaying Soviet Union that is crumbling under the new open-minded policies.",10.184,/yKSW5346x1rBi2h9EbWAbyi4jks.jpg,1990-12-21,22997992,118,"['en', 'ru']",Released,The Russia House,6.152,243,"['Pathé Entertainment', 'Star Partners III Ltd.', 'Metro-Goldwyn-Mayer']","Sean Connery, Michelle Pfeiffer",Fred Schepisi,https://image.tmdb.org/t/p/original/yKSW5346x1rBi2h9EbWAbyi4jks.jpg
tt0097659,['US'],"['Action', 'Thriller', 'Drama']",1500000,en,Kickboxer,"If your enemy refuses to be humbled... Destroy him. Accompanied by his brother Kurt (Van Damme), American kickboxing champion Eric Sloane (Dennis Alexio), arrives in Thailand to defeat the Eastern warriors at their own sport. His opponent: ruthless fighter and Thai champion, Tong Po. Tong not only defeats Eric, he paralyzes him for life. Crazed with anger, Kurt vows revenge.",20.269,/aeZLJmWKfId3y0MEI5NarVThzN4.jpg,1989-04-20,14697005,97,['en'],Released,Kickboxer,6.779,1183,"['Kings Road Entertainment', 'Cannon Group']","Jean-Claude Van Damme, Dennis Alexio","Mark DiSalle, David Worth",https://image.tmdb.org/t/p/original/aeZLJmWKfId3y0MEI5NarVThzN4.jpg
tt0104008,['FR'],"['Comedy', 'Drama']",0,fr,Conte d'hiver,"Felicie and Charles have a whirlwind holiday romance. Due to a mix-up on addresses they lose contact, and five years later at Christmas-time Felicie is living with her mother in a cold Paris with a daughter as a reminder of that long-ago summer. For male companionship she oscillates between hairdresser Maxence and the intellectual Loic, but seems unable to commit to either as the memory of Charles and what might have been hangs over everything.",5.983,/uHmgUZXl7qkgu97E5ruDetLyDPt.jpg,1992-01-29,213687,114,['fr'],Released,A Tale of Winter,7.127,118,"['C.E.R.', 'Les Films du Losange', 'Canal+', 'Investimage', 'Sofiarp']","Charlotte Véry, Frédéric van den Driessche",Éric Rohmer,https://image.tmdb.org/t/p/original/uHmgUZXl7qkgu97E5ruDetLyDPt.jpg
tt0084522,"['CA', 'US']",['Comedy'],4000000,en,Porky's,"Set in 1954, a group of Florida high schoolers seek out to lose their virginity which leads them to seek revenge on a sleazy nightclub owner and his redneck sheriff brother for harassing them.",17.676,/AqCOt1cWfKqCepxK7LIdT812idH.jpg,1981-11-13,125728258,94,"['en', 'it']",Released,Porky's,6.408,742,"['Melvin Simon Productions', 'Astral Bellevue Pathé', '20th Century Fox']","Dan Monahan, Mark Herrier",Bob Clark,https://image.tmdb.org/t/p/original/AqCOt1cWfKqCepxK7LIdT812idH.jpg
tt0102803,['US'],"['Action', 'Adventure', 'Science Fiction', 'Family']",42000000,en,The Rocketeer,"A stunt pilot comes across a prototype jetpack that gives him the ability to fly. However, evil forces of the world also want this jetpack at any cost.",11.564,/n4Pvcc669wrLCkZ7Jl9t12ELY7b.jpg,1991-06-21,46704056,108,['en'],Released,The Rocketeer,6.457,787,"['Walt Disney Pictures', 'Gordon Company', 'Dark Horse Entertainment', 'Silver Screen Partners IV']","Billy Campbell, Jennifer Connelly",Joe Johnston,https://image.tmdb.org/t/p/original/n4Pvcc669wrLCkZ7Jl9t12ELY7b.jpg
tt0088002,['FR'],['Comedy'],0,fr,Les Ripoux,"A streetwise Paris policeman who takes kickbacks from the minor criminals on his beat to allow them to continue is assigned an idealistic new partner fresh from police academy. He sets out to corrupt his new partner and, after a slow start, succeeds spectacularly.",6.641,/3TD4GhnnhULFBdKyBVVYb6A0zt2.jpg,1984-09-19,0,107,['fr'],Released,My New Partner,6.6,202,['Films 7'],"Philippe Noiret, Thierry Lhermitte",Claude Zidi,https://image.tmdb.org/t/p/original/3TD4GhnnhULFBdKyBVVYb6A0zt2.jpg
tt0103016,['US'],"['Fantasy', 'Comedy']",0,en,Switch,"Steve Brooks, a sexist womanizer, is killed by a group of his angry former lovers. In heaven, he makes a bargain with God for redemption and agrees to return to Earth. Once there, he must have a sincere relationship with a female and make her fall in love with him. If not, Steve's soul will become the property of the devil. But the devil hedges his bet, and Steve is reincarnated as a woman named Amanda Brooks.",13.316,/ddmOMoFWMpXJSU0YFddBU7d6kWT.jpg,1991-05-10,15545943,104,['en'],Released,Switch,6.013,186,"['Cinema Plus', 'HBO', 'Beco Films']","Ellen Barkin, Jimmy Smits",Blake Edwards,https://image.tmdb.org/t/p/original/ddmOMoFWMpXJSU0YFddBU7d6kWT.jpg
tt0099726,"['FR', 'GB', 'US']","['Drama', 'History']",0,en,Hamlet,"Hamlet, Prince of Denmark, finds out that his uncle Claudius killed his father to obtain the throne, and plans revenge.",12.046,/ycM8gwwyOLXW4qxkcu6nhLlfgcA.jpg,1990-12-19,20710451,130,['en'],Released,Hamlet,6.661,361,"['Icon Entertainment International', 'Icon Productions', 'Marquis', 'Nelson Entertainment', 'Sovereign Pictures', 'Warner Bros. Pictures', 'Canal+', 'Carolco Pictures']","Mel Gibson, Glenn Close",Franco Zeffirelli,https://image.tmdb.org/t/p/original/ycM8gwwyOLXW4qxkcu6nhLlfgcA.jpg
tt0086619,"['GB', 'US']","['Music', 'Drama', 'Romance']",12000000,en,Yentl,"Rebbe Mendel is a single father who teaches the Talmud, a sacred text of Judaism, to the boys of his small Polish town. Behind closed doors, he also instructs his daughter, Yentl, despite the fact that girls are forbidden to study religious scripture. When Yentl's father dies, she still has a strong desire to learn about her faith -- so she disguises herself as a male, enrolls in a religious school, and unexpectedly finds love along the way.",9.167,/AcCX4tKqwP5BTfRTQEqZW3qabl3.jpg,1983-11-18,30400000,132,['en'],Released,Yentl,6.654,191,"['Ladbroke', 'United Artists', 'Barwood Films']","Barbra Streisand, Amy Irving",Barbra Streisand,https://image.tmdb.org/t/p/original/AcCX4tKqwP5BTfRTQEqZW3qabl3.jpg
tt0103241,['US'],['Comedy'],35000000,en,What About Bob?,"Before going on vacation, self-involved psychiatrist Dr. Leo Marvin has the misfortune of taking on a new patient: Bob Wiley. An exemplar of neediness and a compendium of phobias, Bob follows Marvin to his family's country house. Dr. Marvin tries to get him to leave; the trouble is, everyone loves Bob. As his oblivious patient makes himself at home, Dr. Marvin loses his professional composure and, before long, may be ready for the loony bin himself.",9.91,/q2FCvI3kkumL00uHaTo5PHF5Af.jpg,1991-05-17,63710000,100,['en'],Released,What About Bob?,6.839,701,"['Touchstone Pictures', 'Touchwood Pacific Partners 1']","Bill Murray, Richard Dreyfuss",Frank Oz,https://image.tmdb.org/t/p/original/q2FCvI3kkumL00uHaTo5PHF5Af.jpg
tt0086087,['FR'],"['Romance', 'Comedy', 'Drama']",0,fr,Pauline à la plage,"Marion is about to divorce from her husband and takes her 15-year-old niece, Pauline, on a vacation to Granville. There, she meets an old love...",11.596,/kjC8I6fvchcxPBdh4bw4w8Px8ue.jpg,1983-03-23,0,94,"['fr', 'es']",Released,Pauline at the Beach,7.017,176,"['Les Films du Losange', 'Les Films Ariane']","Amanda Langlet, Arielle Dombasle",Éric Rohmer,https://image.tmdb.org/t/p/original/kjC8I6fvchcxPBdh4bw4w8Px8ue.jpg
tt0089370,['US'],"['Adventure', 'Action', 'Comedy', 'Romance']",25000000,en,The Jewel of the Nile,"Joan Wilder is thrust back into a world of murder, chases, foreign intrigue... and love. This time out she's duped by a duplicitous Arab dignitary who brings her to the Middle East, ostensibly to write a book about his life. Of course, he's up to no good, and Joan is just another pawn in his wicked game. But Jack Colton and his sidekick Ralph show up to help our intrepid heroine save the day.",16.352,/6VjsIhnIcrz2XdQVHdsMj5DdSa1.jpg,1985-08-01,96773200,106,"['ar', 'en']",Released,The Jewel of the Nile,6.212,977,"['SLM Production Group', 'Stone Group Pictures', '20th Century Fox']","Michael Douglas, Kathleen Turner",Lewis Teague,https://image.tmdb.org/t/p/original/6VjsIhnIcrz2XdQVHdsMj5DdSa1.jpg
tt0078841,"['DE', 'US']","['Comedy', 'Drama']",0,en,Being There,"A simple-minded gardener named Chance has spent all his life in the Washington D.C. house of an old man. When the man dies, Chance is put out on the street with no knowledge of the world except what he has learned from television.",9.329,/3RO3jbCKEey2T9bYFkYt9xpwen9.jpg,1979-12-19,30177511,130,['en'],Released,Being There,7.61,822,"['United Artists', 'Lorimar Film Entertainment', 'BSB', 'CIP', 'NatWest Ventures', 'New Gold Entertainment', 'Northstar Media']","Peter Sellers, Shirley MacLaine",Hal Ashby,https://image.tmdb.org/t/p/original/3RO3jbCKEey2T9bYFkYt9xpwen9.jpg
tt0104291,['US'],"['Adventure', 'Fantasy', 'Drama', 'Science Fiction', 'Romance']",0,en,Forever Young,A 1939 test pilot asks his best friend to use him as a guinea pig for a cryogenics experiment. Daniel McCormick wants to be frozen for a year so that he doesn't have to watch his love lying in a coma. The next thing Daniel knows is that he's been awoken in 1992.,12.921,/1emjW7UqtVWsn6P6YPg8NFNnmen.jpg,1992-12-16,127956187,102,['en'],Released,Forever Young,6.469,785,"['Icon Entertainment International', 'Warner Bros. Pictures']","Mel Gibson, Jamie Lee Curtis",Steve Miner,https://image.tmdb.org/t/p/original/1emjW7UqtVWsn6P6YPg8NFNnmen.jpg
tt0088933,['US'],"['Comedy', 'Drama', 'Science Fiction']",17500000,en,Cocoon,"When a group of trespassing seniors swim in a pool containing alien cocoons, they find themselves energized with youthful vigor.",18.039,/wqNNm36j3nkucAucHEGAW5pNZcd.jpg,1985-06-21,85313124,117,['en'],Released,Cocoon,6.611,1102,"['SLM Production Group', 'Zanuck/Brown Productions', '20th Century Fox']","Don Ameche, Wilford Brimley",Ron Howard,https://image.tmdb.org/t/p/original/wqNNm36j3nkucAucHEGAW5pNZcd.jpg
tt0102713,['US'],"['Drama', 'Romance']",30000000,en,The Prince of Tides,A troubled man talks to his suicidal sister's psychiatrist about their family history and falls in love with her in the process.,11.835,/9XnfC64QRUp5HYPtSVasi7L9NGk.jpg,1991-12-25,74787599,132,['en'],Released,The Prince of Tides,6.614,237,['Columbia Pictures'],"Barbra Streisand, Nick Nolte",Barbra Streisand,https://image.tmdb.org/t/p/original/9XnfC64QRUp5HYPtSVasi7L9NGk.jpg
